ID	KBase Model	ModelSEEDpy Model	Name	Equation
rxn05337_c0	Y	Y	rxn05337_c0	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd11479_c0 <=> cpd00005_c0 + cpd11486_c0
rxn03421_c0	Y	Y	rxn03421_c0	2,5-Diaminopyrimidine nucleoside triphosphate mutase_c0	cpd03519_c0 <=> cpd03666_c0
rxn08124_c0	Y	Y	rxn08124_c0	anhydrous-N-Acetylmuramyl-tetrapeptide amidase_c0	cpd00001_c0 + cpd15401_c0 <=> cpd15387_c0 + cpd15399_c0
rxn09205_c0	Y	Y	rxn09205_c0	Phosphatidylserine syntase (n-C12:0)_c0	cpd00054_c0 + cpd15417_c0 --> cpd00046_c0 + 2.0 cpd00067_c0 + cpd15552_c0
rxn02400_c0	Y	Y	rxn02400_c0	Nicotinate D-ribonucleotide phosphohydrolase_c0	cpd00001_c0 + cpd00873_c0 --> cpd00009_c0 + cpd03471_c0
rxn05740_c0	Y	Y	rxn05740_c0	1,4-alpha-glucan-branching enzyme_c0	cpd00009_c0 + cpd00155_c0 <=> cpd00089_c0 + cpd15302_c0
rxn01517_c0	Y	Y	rxn01517_c0	ATP:dUMP phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00299_c0 <=> cpd00008_c0 + cpd00978_c0
rxn01639_c0	Y	Y	rxn01639_c0	N-Formimino-L-glutamate formiminohydrolase_c0	cpd00001_c0 + cpd00344_c0 <-- cpd00023_c0 + cpd00378_c0
rxn03173_c0	Y	Y	rxn03173_c0	R04638_c0	cpd00001_c0 + cpd02978_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd03521_c0
rxn01974_c0	Y	Y	rxn01974_c0	LL-2,6-Diaminoheptanedioate 2-epimerase_c0	cpd00504_c0 <=> cpd00516_c0
rxn05514_c0	Y	Y	rxn05514_c0	calcium transport in/out via proton antiporter_c0	cpd00063_c0 + cpd00067_e0 <=> cpd00063_e0 + cpd00067_c0
EX_cpd00007_e0	Y	Y	EX_cpd00007_e0	Exchange for O2_e0	cpd00007_e0 <=> 
rxn01000_c0	Y	Y	rxn01000_c0	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)_c0	cpd00067_c0 + cpd00219_c0 --> cpd00001_c0 + cpd00011_c0 + cpd00143_c0
rxn08548_c0	Y	Y	rxn08548_c0	glycerol-3-phosphate acyltransferase (C14:1)_c0	2.0 cpd00067_c0 + cpd00080_c0 + cpd15294_c0 --> cpd11493_c0 + cpd15330_c0
rxn00525_c0	Y	Y	rxn00525_c0	L-arogenate:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00616_c0 --> cpd00004_c0 + cpd00011_c0 + cpd00069_c0
rxn05402_c0	Y	Y	rxn05402_c0	13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase_c0	cpd11538_c0 <=> cpd00001_c0 + cpd11539_c0
rxn00330_c0	Y	Y	rxn00330_c0	acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0	cpd00010_c0 + cpd00067_c0 + cpd00130_c0 <-- cpd00001_c0 + cpd00022_c0 + cpd00040_c0
rxn02792_c0	Y	Y	rxn02792_c0	gamma-glutamyltranspeptidase family protein_c0	cpd00023_c0 + cpd00067_c0 + cpd01651_c0 --> cpd00001_c0 + cpd00011_c0 + cpd03646_c0
EX_cpd00205_e0	Y	Y	EX_cpd00205_e0	Exchange for K+_e0	cpd00205_e0 <=> 
rxn00083_c0	Y	Y	rxn00083_c0	NADPH:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00005_c0 <=> cpd00004_c0 + cpd00006_c0
rxn05030_c0	Y		rxn05030_c0	di-trans,poly-cis-decaprenyl-diphosphate:isopentenyl-diphosphate undecaprenylcistransferase [c0]	cpd00113_c0 + cpd02746_c0 --> cpd00012_c0 + cpd00067_c0 + cpd02229_c0
rxn08547_c0	Y	Y	rxn08547_c0	glycerol-3-phosphate acyltransferase (C14:0)_c0	cpd00080_c0 + cpd11466_c0 --> cpd11493_c0 + cpd15331_c0
EX_cpd00249_e0	Y	Y	EX_cpd00249_e0	Exchange for Uridine_e0	cpd00249_e0 <=> 
rxn19704_c0	Y		rxn19704_c0	Flavodoxin--NADP(+) reductase [c0]	cpd00006_c0 + cpd00067_c0 + cpd28083_c0 <=> cpd00005_c0 + cpd27758_c0
rxn00818_c0	Y	Y	rxn00818_c0	Raffinose galactohydrolase_c0	cpd00001_c0 + cpd00382_c0 --> cpd00076_c0 + cpd00108_c0
rxn10161_c0	Y	Y	rxn10161_c0	Octadecanoate transport via proton symport_c0	cpd00067_e0 + cpd01080_e0 <=> cpd00067_c0 + cpd01080_c0
rxn03394_c0	Y	Y	rxn03394_c0	R04987_c0	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd03444_c0 --> cpd00001_c0 + cpd00006_c0 + cpd03445_c0
rxn10207_c0	Y	Y	rxn10207_c0	isotetradecanoyl-glycerol-3-phosphate O-acyltransferase_c0	cpd00080_c0 + cpd11435_c0 --> cpd00010_c0 + cpd15673_c0
EX_cpd00971_e0	Y	Y	EX_cpd00971_e0	Exchange for Na+_e0	cpd00971_e0 <=> 
rxn00251_c0	Y	Y	rxn00251_c0	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)_c0	cpd00009_c0 + cpd00032_c0 + cpd00067_c0 <=> cpd00001_c0 + cpd00011_c0 + cpd00061_c0
rxn02167_c0	Y	Y	rxn02167_c0	(S)-3-Hydroxybutanoyl-CoA hydro-lyase_c0	cpd00842_c0 <=> cpd00001_c0 + cpd00650_c0
rxn02275_c0	Y	Y	rxn02275_c0	4-Guanidinobutanamide amidohydrolase_c0	cpd00001_c0 + cpd01973_c0 --> cpd00013_c0 + cpd00762_c0
rxn10265_c0	Y	Y	rxn10265_c0	isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0	cpd00001_c0 + cpd15716_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15722_c0
rxn02811_c0	Y	Y	rxn02811_c0	3-Isopropylmalate hydro-lyase_c0	cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0
rxn00452_c0	Y	Y	rxn00452_c0	S-Adenosyl-L-methionine:L-homocysteine S-methyltransferase_c0	cpd00017_c0 + cpd00135_c0 --> cpd00019_c0 + cpd00060_c0 + cpd00067_c0
rxn08306_c0	Y	Y	rxn08306_c0	CDP-diacylglycerol synthetase (n-C12:0)_c0	cpd00052_c0 + cpd15521_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15417_c0
rxn01226_c0	Y	Y	rxn01226_c0	Guanosine ribohydrolase_c0	cpd00001_c0 + cpd00311_c0 <=> cpd00105_c0 + cpd00207_c0
rxn01477_c0	Y	Y	rxn01477_c0	6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)_c0	cpd00284_c0 --> cpd00001_c0 + cpd02711_c0
rxn00679_c0	Y	Y	rxn00679_c0	propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)_c0	cpd00010_c0 + cpd00067_c0 + cpd01501_c0 <-- cpd00001_c0 + cpd00032_c0 + cpd00086_c0
rxn01930_c0	Y	Y	rxn01930_c0	3-Hydroxy-L-kynurenine hydrolase_c0	cpd00001_c0 + cpd02065_c0 --> cpd00035_c0 + cpd00067_c0 + cpd00483_c0
rxn21863_c0	Y		rxn21863_c0	RXN-11482.c [c0]	cpd00005_c0 + cpd00067_c0 + cpd27021_c0 <=> cpd00006_c0 + cpd21088_c0
rxn08300_c0	Y	Y	rxn08300_c0	diacylglycerol kinase (n-C18:1)_c0	cpd00002_c0 + cpd15312_c0 <=> cpd00008_c0 + cpd15527_c0
rxn02798_c0	Y		rxn02798_c0	Estrone 3-sulfate sulfohydrolase [c0]	cpd00001_c0 + cpd01669_c0 <=> cpd00048_c0 + cpd00067_c0 + cpd00362_c0
rxn00676_c0	Y	Y	rxn00676_c0	acetyl-CoA:propanoyl-CoA 2-C-acetyltransferase_c0	cpd00022_c0 + cpd00086_c0 <=> cpd00010_c0 + cpd02124_c0
rxn05198_c0	Y	Y	rxn05198_c0	Transport of cytidine, extracellular_c0	cpd00067_e0 + cpd00367_e0 <=> cpd00067_c0 + cpd00367_c0
rxn05461_c0	Y	Y	rxn05461_c0	3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase_c0	cpd00005_c0 + cpd00067_c0 + cpd11570_c0 <=> cpd00006_c0 + cpd11571_c0
rxn08809_c0	Y	Y	rxn08809_c0	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)_c0	cpd00001_c0 + cpd12547_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd15269_c0
rxn01053_c0	Y	Y	rxn01053_c0	(S)-lactaldehyde:NAD+ oxidoreductase_c0	cpd00001_c0 + cpd00003_c0 + cpd00334_c0 <=> cpd00004_c0 + 2.0 cpd00067_c0 + cpd00159_c0
rxn00422_c0	Y	Y	rxn00422_c0	L-Serine:pyruvate aminotransferase_c0	cpd00020_c0 + cpd00054_c0 <=> cpd00035_c0 + cpd00145_c0
rxn00303_c0	Y	Y	rxn00303_c0	ATP:GTP 3'-diphosphotransferase_c0	cpd00002_c0 + cpd00038_c0 --> cpd00018_c0 + 2.0 cpd00067_c0 + cpd02740_c0
rxn00915_c0	Y	Y	rxn00915_c0	GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase_c0	cpd00012_c0 + cpd00067_c0 + cpd00126_c0 <-- cpd00103_c0 + cpd00207_c0
rxn00872_c0	Y	Y	rxn00872_c0	Butanoyl-CoA:oxygen 2-oxidoreductase_c0	cpd00015_c0 + cpd00067_c0 + cpd00120_c0 <-- cpd00650_c0 + cpd00982_c0
rxn08818_c0	Y	Y	rxn08818_c0	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)_c0	cpd00001_c0 + cpd15363_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd03847_c0
rxn10208_c0	Y	Y	rxn10208_c0	isopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0	cpd00080_c0 + cpd11437_c0 --> cpd00010_c0 + cpd15674_c0
rxn02929_c0	Y	Y	rxn02929_c0	2,3,4,5-Tetrahydrodipicolinate:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd02465_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd02120_c0
rxn01101_c0	Y	Y	rxn01101_c0	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0	cpd00003_c0 + cpd00169_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02069_c0
rxn01509_c0	Y	Y	rxn01509_c0	ATP:dGMP phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00296_c0 <=> cpd00008_c0 + cpd00295_c0
rxn05937_c0		Y	rxn05937_c0	Ferredoxin:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00067_c0 + cpd11620_c0 <=> cpd00005_c0 + cpd11621_c0
rxn03909_c0	Y	Y	rxn03909_c0	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)_c0	cpd00020_c0 + cpd00067_c0 + cpd00102_c0 --> cpd00011_c0 + cpd08289_c0
rxn00300_c0	Y	Y	rxn00300_c0	GTP 7,8-8,9-dihydrolase (diphosphate-forming)_c0	3.0 cpd00001_c0 + cpd00038_c0 --> cpd00012_c0 + cpd00047_c0 + 3.0 cpd00067_c0 + cpd00957_c0
rxn08440_c0	Y	Y	rxn08440_c0	lauroyl-CoA hydrolase_c0	cpd00001_c0 + cpd01260_c0 --> cpd00010_c0 + cpd00067_c0 + cpd01741_c0
rxn16149_c0	Y	Y	rxn16149_c0	3-hydroxypropionate:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00745_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd00191_c0
EX_cpd00106_e0	Y	Y	EX_cpd00106_e0	Exchange for Fumarate_e0	cpd00106_e0 <=> 
rxn03638_c0	Y	Y	rxn03638_c0	Acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase_c0	cpd00022_c0 + cpd03671_c0 --> cpd00010_c0 + cpd00067_c0 + cpd02611_c0
rxn00085_c0	Y	Y	rxn00085_c0	L-Glutamate:NADP+ oxidoreductase (transaminating)_c0	cpd00006_c0 + 2.0 cpd00023_c0 <=> cpd00005_c0 + cpd00024_c0 + cpd00053_c0 + cpd00067_c0
rxn01520_c0	Y	Y	rxn01520_c0	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase_c0	cpd00125_c0 + cpd00299_c0 --> cpd00298_c0 + cpd00330_c0
rxn00239_c0	Y	Y	rxn00239_c0	ATP:GMP phosphotransferase_c0	cpd00002_c0 + cpd00067_c0 + cpd00126_c0 <=> cpd00008_c0 + cpd00031_c0
rxn08799_c0	Y	Y	rxn08799_c0	Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)_c0	cpd00001_c0 + cpd15327_c0 <=> 2.0 cpd00067_c0 + cpd00080_c0 + cpd00214_c0
rxn10313_c0	Y	Y	rxn10313_c0	isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0	24.0 cpd00037_c0 + cpd15752_c0 <=> 24.0 cpd00014_c0 + cpd15770_c0
rxn05006_c0	Y	Y	rxn05006_c0	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase_c0	cpd00017_c0 + cpd11206_c0 <=> cpd00019_c0 + cpd01620_c0
rxn06335_c0	Y	Y	rxn06335_c0	(S)-2-methylbutanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylbutanoyl)transferase_c0	cpd00449_c0 + cpd00760_c0 <=> cpd00010_c0 + cpd14703_c0
rxn03437_c0	Y	Y	rxn03437_c0	(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase_c0	cpd02535_c0 --> cpd00001_c0 + cpd00508_c0
rxn00647_c0	Y	Y	rxn00647_c0	L-Cysteine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00084_c0 <=> cpd00023_c0 + cpd00706_c0
rxn00165_c0	Y	Y	rxn00165_c0	L-serine ammonia-lyase_c0	cpd00054_c0 --> cpd00013_c0 + cpd00020_c0
rxn00225_c0	Y	Y	rxn00225_c0	ATP:acetate phosphotransferase_c0	cpd00002_c0 + cpd00029_c0 <=> cpd00008_c0 + cpd00196_c0
rxn03407_c0	Y	Y	rxn03407_c0	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming)_c0	cpd00002_c0 + cpd00013_c0 + cpd03491_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03492_c0
rxn01210_c0	Y	Y	rxn01210_c0	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)_c0	cpd00002_c0 + cpd00023_c0 + cpd00201_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd03524_c0
rxn08312_c0	Y	Y	rxn08312_c0	CDP-diacylglycerol synthetase (n-C18:1)_c0	cpd00052_c0 + cpd15527_c0 --> cpd00012_c0 + cpd00067_c0 + cpd15420_c0
rxn09014_c0	Y	Y	rxn09014_c0	RXN0-5107.c_c0	cpd00001_c0 + cpd00357_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00298_c0
rxn44539_c0	Y	Y	rxn44539_c0	rxn44539_c0	2.0 cpd00038_c0 + cpd33647_c0 <=> 2.0 cpd00012_c0 + cpd35194_c0
rxn00710_c0	Y	Y	rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0	cpd00067_c0 + cpd00810_c0 --> cpd00011_c0 + cpd00091_c0
rxn00173_c0	Y	Y	rxn00173_c0	acetyl-CoA:phosphate acetyltransferase_c0	cpd00009_c0 + cpd00022_c0 <=> cpd00010_c0 + cpd00196_c0
rxn01573_c0	Y	Y	rxn01573_c0	L-Isoleucine:NAD+ oxidoreductase(deaminating)_c0	cpd00001_c0 + cpd00003_c0 + cpd00322_c0 <=> cpd00004_c0 + cpd00013_c0 + cpd00067_c0 + cpd00508_c0
rxn05195_c0	Y	Y	rxn05195_c0	ATP phosphohydrolase (ferric-ion-transporting)_c0	cpd00001_c0 + cpd00002_c0 + cpd10516_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd10516_c0
rxn10263_c0	Y	Y	rxn10263_c0	anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0	cpd00080_c0 + cpd15687_c0 <=> cpd00046_c0 + cpd15720_c0
EX_cpd00041_e0	Y	Y	EX_cpd00041_e0	Exchange for L-Aspartate_e0	cpd00041_e0 <=> 
rxn03435_c0	Y	Y	rxn03435_c0	(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)_c0	cpd00006_c0 + cpd02535_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd10162_c0
rxn00011_c0	Y	Y	rxn00011_c0	pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)_c0	cpd00011_c0 + cpd03049_c0 <-- cpd00020_c0 + cpd00056_c0 + cpd00067_c0
rxn00126_c0	Y	Y	rxn00126_c0	ATP:L-methionine S-adenosyltransferase_c0	cpd00001_c0 + cpd00002_c0 + cpd00060_c0 --> cpd00009_c0 + cpd00012_c0 + cpd00017_c0 + cpd00067_c0
rxn03068_c0	Y	Y	rxn03068_c0	(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)_c0	cpd00006_c0 + cpd02498_c0 <=> cpd00005_c0 + cpd00067_c0 + cpd02569_c0
rxn01068_c0	Y	Y	rxn01068_c0	L-threonine:NAD+ oxidoreductase_c0	cpd00003_c0 + cpd00161_c0 <=> cpd00004_c0 + cpd00067_c0 + cpd02211_c0
rxn06076_c0	Y	Y	rxn06076_c0	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase_c0	cpd00001_c0 + cpd00533_c0 + cpd11420_c0 <-- cpd00096_c0 + cpd11421_c0
rxn02201_c0	Y	Y	rxn02201_c0	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_c0	cpd00443_c0 + cpd02920_c0 --> cpd00012_c0 + cpd00067_c0 + cpd00683_c0
rxn45692_c0	Y		rxn45692_c0	cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [c0]	cpd00084_c0 + cpd28205_c0 --> cpd00035_c0 + cpd14548_c0
EX_cpd00311_e0	Y	Y	EX_cpd00311_e0	Exchange for Guanosine_e0	cpd00311_e0 <=> 
rxn00363_c0	Y	Y	rxn00363_c0	Cytidine-5'-monophosphate phosphohydrolase_c0	cpd00001_c0 + cpd00046_c0 --> cpd00009_c0 + cpd00367_c0
rxn05736_c0	Y	Y	rxn05736_c0	acyl-coenzyme A ligase_c0	cpd00002_c0 + cpd00010_c0 + cpd03847_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd01695_c0
rxn00615_c0	Y	Y	rxn00615_c0	ATP:glycerol 3-phosphotransferase_c0	cpd00002_c0 + cpd00100_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00080_c0
rxn08734_c0	Y	Y	rxn08734_c0	hydrogenase (ubiquinone-8: 2 protons) (periplasm)_c0	2.0 cpd00067_c0 + cpd11640_c0 + cpd15560_c0 --> 2.0 cpd00067_e0 + cpd15561_c0
rxn06077_c0	Y	Y	rxn06077_c0	L-methionine:oxidized-thioredoxin S-oxidoreductase_c0	cpd00001_c0 + cpd00060_c0 + cpd11420_c0 <=> cpd01914_c0 + cpd11421_c0
rxn03181_c0	Y	Y	rxn03181_c0	ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-alpha-phosphate 4-O'-phosphotransferase_c0	cpd00002_c0 + cpd03002_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02993_c0
rxn02503_c0	Y	Y	rxn02503_c0	ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase_c0	cpd00002_c0 + cpd00954_c0 --> cpd00018_c0 + cpd00067_c0 + cpd02920_c0
EX_cpd00142_e0	Y	Y	EX_cpd00142_e0	Exchange for Acetoacetate_e0	cpd00142_e0 <=> 
rxn09104_c0	Y	Y	rxn09104_c0	phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)_c0	cpd00001_c0 + cpd15545_c0 --> cpd00009_c0 + cpd00067_c0 + cpd15538_c0
rxn08722_c0	Y		rxn08722_c0	TRANS-RXN-242.cp [c0]	cpd00067_e0 + cpd00227_c0 --> cpd00067_c0 + cpd00227_e0
rxn03976_c0	Y	Y	rxn03976_c0	reduced-riboflavin:NADP+ oxidoreductase_c0	cpd00006_c0 + cpd00739_c0 <=> cpd00005_c0 + 2.0 cpd00067_c0 + cpd00220_c0
EX_cpd00035_e0	Y	Y	EX_cpd00035_e0	Exchange for L-Alanine_e0	cpd00035_e0 <=> 
rxn09108_c0	Y	Y	rxn09108_c0	Phosphatidylglycerol synthase (n-C12:0)_c0	cpd00080_c0 + cpd15417_c0 <=> cpd00046_c0 + cpd15542_c0
rxn03174_c0	Y	Y	rxn03174_c0	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase_c0	cpd00001_c0 + cpd02978_c0 <-- cpd03666_c0
rxn00187_c0	Y	Y	rxn00187_c0	L-Glutamate:ammonia ligase (ADP-forming)_c0	cpd00002_c0 + cpd00013_c0 + cpd00023_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00053_c0 + cpd00067_c0
rxn08032_c0	Y		rxn08032_c0	acetaldehyde transport via diffusion (extracellular to periplasm) [c0]	cpd00071_c0 <=> cpd00071_e0
rxn10344_c0	Y	Y	rxn10344_c0	Lead (Pb+2) ABC transporter_c0	cpd00001_c0 + cpd00002_c0 + cpd04097_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd04097_e0
rxn00569_c0	Y	Y	rxn00569_c0	Nitrite reductase (NAD(P)H)_c0	2.0 cpd00001_c0 + 3.0 cpd00006_c0 + cpd00013_c0 <-- 3.0 cpd00005_c0 + 5.0 cpd00067_c0 + cpd00075_c0
rxn00208_c0	Y	Y	rxn00208_c0	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)_c0	cpd00001_c0 + cpd00007_c0 + cpd00493_c0 --> cpd00013_c0 + cpd00016_c0 + cpd00025_c0
rxn00463_c0	Y	Y	rxn00463_c0	Uridine triphosphate pyrophosphohydrolase_c0	cpd00001_c0 + cpd00062_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00091_c0
rxn00701_c0	Y	Y	rxn00701_c0	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase_c0	cpd00026_c0 + cpd00348_c0 <=> cpd00043_c0 + cpd00089_c0
rxn21864_c0	Y	Y	rxn21864_c0	RXN-11484.c_c0	cpd00035_c0 + cpd00067_c0 + cpd21087_c0 --> cpd00011_c0 + cpd00800_c0 + cpd11493_c0
rxn05539_c0	Y	Y	rxn05539_c0	oligopeptide-transporting ATPase_c0	cpd00001_c0 + cpd00002_c0 + cpd01017_e0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd01017_c0
rxn10506_c0	Y	Y	rxn10506_c0	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase_c0	cpd00001_c0 + cpd00067_c0 + cpd15807_c0 --> cpd00013_c0 + cpd02720_c0
rxn00527_c0	Y	Y	rxn00527_c0	L-tyrosine:2-oxoglutarate aminotransferase_c0	cpd00024_c0 + cpd00069_c0 <=> cpd00023_c0 + cpd00868_c0
rxn04791_c0	Y	Y	rxn04791_c0	S-(hydroxymethyl)glutathione synthase_c0	cpd00042_c0 + cpd00055_c0 <=> cpd09879_c0
rxn08847_c0	Y	Y	rxn08847_c0	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)_c0	cpd00001_c0 + cpd15345_c0 --> cpd00067_c0 + cpd02090_c0 + cpd15298_c0
rxn00302_c0	Y	Y	rxn00302_c0	GTP 8,9-hydrolase_c0	cpd00001_c0 + cpd00038_c0 --> cpd03518_c0
rxn08078_c0	Y	Y	rxn08078_c0	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide beta -1,4-N-acetylglucosaminidase_c0	cpd00001_c0 + cpd15398_c0 <=> cpd00122_c0 + cpd15401_c0
rxn03137_c0	Y	Y	rxn03137_c0	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase_c0	cpd00201_c0 + cpd02851_c0 <=> cpd00087_c0 + cpd02884_c0
rxn00789_c0	Y	Y	rxn00789_c0	1-(5-phospho-D-ribosyl)-ATP:diphosphate phospho-alpha-D-ribosyl-transferase_c0	cpd00012_c0 + cpd00067_c0 + cpd01775_c0 <-- cpd00002_c0 + cpd00103_c0
rxn00917_c0	Y	Y	rxn00917_c0	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)_c0	cpd00001_c0 + cpd00002_c0 + cpd00053_c0 + cpd00497_c0 --> cpd00012_c0 + cpd00018_c0 + cpd00023_c0 + 3.0 cpd00067_c0 + cpd00126_c0
rxn05394_c0	Y	Y	rxn05394_c0	9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase_c0	cpd11530_c0 <=> cpd00001_c0 + cpd11531_c0
rxn15121_c0	Y		rxn15121_c0	ATP:D-galactose 1-phosphotransferase [c0]	cpd00002_c0 + cpd00724_c0 <=> cpd00008_c0 + cpd00067_c0 + cpd00348_c0
rxn03904_c0	Y	Y	rxn03904_c0	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase_c0	cpd00286_c0 + cpd02968_c0 <=> cpd00091_c0 + cpd03494_c0
rxn39979_c0	Y		rxn39979_c0	phenol hydroxylase [c0]	cpd00004_c0 + cpd00007_c0 + cpd00067_c0 + cpd00127_c0 --> cpd00001_c0 + cpd00003_c0 + cpd00077_c0
EX_cpd01080_e0	Y	Y	EX_cpd01080_e0	Exchange for ocdca_e0	cpd01080_e0 <=> 
rxn27289_c0	Y	Y	rxn27289_c0	thiazole synthase_c0	cpd08289_c0 + cpd14545_c0 + cpd28259_c0 <-- 2.0 cpd00001_c0 + cpd00067_c0 + cpd21479_c0 + cpd28253_c0
rxn08839_c0	Y	Y	rxn08839_c0	Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)_c0	cpd00001_c0 + cpd15337_c0 <=> cpd00067_c0 + cpd00908_c0 + cpd03847_c0
rxn09198_c0	Y	Y	rxn09198_c0	Phosphatidylserine decarboxylase (n-C14:0)_c0	2.0 cpd00067_c0 + cpd15553_c0 --> cpd00011_c0 + cpd15529_c0
EX_cpd00214_e0	Y	Y	EX_cpd00214_e0	Exchange for Palmitate_e0	cpd00214_e0 <=> 
rxn00514_c0	Y	Y	rxn00514_c0	Inosine 5'-triphosphate pyrophosphohydrolase_c0	cpd00001_c0 + cpd00068_c0 --> cpd00012_c0 + 2.0 cpd00067_c0 + cpd00114_c0
