2.5.1.81	rxn05287	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase	MetaCyc: PWY-7720 (ophiobolin F biosynthesis); PWY-7736 (stellatic acid biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESTERTERPENOID-BIOSYNTHESIS (Sesterterpenoid Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis)
4.1.2.8|4.2.1.20	rxn01682	"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase"	"MetaCyc: ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); COMPLETE-ARO-PWY (superpathway of aromatic amino acid biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); PWY-4161 (superpathway of benzoxazinoid glucosides biosynthesis); PWY-6629 (superpathway of L-tryptophan biosynthesis); PWY-6949 (DIBOA-glucoside biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); TRPSYN-PWY (L-tryptophan biosynthesis); TRYPTOPHAN-BIOSYNTHESIS (L-tryptophan Biosynthesis)|KEGG: rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn00402 (Benzoxazinoid biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
4.2.1.51|4.2.1.91	rxn01000	prephenate hydro-lyase (decarboxylating; phenylpyruvate-forming)	"MetaCyc: ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); COMPLETE-ARO-PWY (superpathway of aromatic amino acid biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); PHENYLALANINE-SYN (L-phenylalanine Biosynthesis); PHESYN (L-phenylalanine biosynthesis I); PWY-6628 (superpathway of L-phenylalanine biosynthesis); PWY-7432 (L-phenylalanine biosynthesis III (cytosolic, plants))|KEGG: rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)"
5.4.99.5	rxn01256	Chorismate pyruvatemutase	"MetaCyc: ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); Antibiotic-Biosynthesis (Antibiotic Biosynthesis); COMPLETE-ARO-PWY (superpathway of aromatic amino acid biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); PHENYLALANINE-SYN (L-phenylalanine Biosynthesis); PHESYN (L-phenylalanine biosynthesis I); POLYKETIDE-SYN (Polyketide Biosynthesis); PWY-3461 (L-tyrosine biosynthesis II); PWY-3462 (L-phenylalanine biosynthesis II); PWY-3481 (superpathway of L-phenylalanine and L-tyrosine biosynthesis); PWY-6120 (L-tyrosine biosynthesis III); PWY-6627 (salinosporamide A biosynthesis); PWY-6628 (superpathway of L-phenylalanine biosynthesis); PWY-6630 (superpathway of L-tyrosine biosynthesis); PWY-7626 (bacilysin biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); TYROSINE-SYN (L-tyrosine Biosynthesis); TYRSYN (L-tyrosine biosynthesis I)|KEGG: rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)"
2.5.1.10	rxn01466	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase	"MetaCyc: ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); All-Trans-Farnesyl-PP-Biosynthesis (); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); DITERPENOID-SYN (Diterpenoid Biosynthesis); ERGOSTEROL-SYN-PWY (superpathway of ergosterol biosynthesis I); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Ergosterol-Biosynthesis (Ergosterol Biosynthesis); GGPP-Biosynthesis (Geranylgeranyl Diphosphate Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); POLYISOPRENSYN-PWY (polyisoprenoid biosynthesis (<i>E. coli</i>)); PWY-5121 (superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)); PWY-5123 (<i>trans, trans</i>-farnesyl diphosphate biosynthesis); PWY-5910 (superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)); PWY-6146 (<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism); PWY-6859 (<i>all-trans</i>-farnesol biosynthesis); PWY-7102 (bisabolene biosynthesis (engineered)); PWY-7156 (superpathway of ergosterol biosynthesis II); PWY-7392 (taxadiene biosynthesis (engineered)); PWY-7721 (methyl phomopsenoate biosynthesis); PWY-7736 (stellatic acid biosynthesis); PWY66-5 (superpathway of cholesterol biosynthesis); Polyprenyl-Biosynthesis (Polyprenyl Biosynthesis); Quinone-Biosynthesis (Quinol and Quinone Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESTERTERPENOID-BIOSYNTHESIS (Sesterterpenoid Biosynthesis); Sterol-Biosynthesis (Sterol Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis); UBISYN-PWY (superpathway of ubiquinol-8 biosynthesis (prokaryotic)); Ubiquinone-Biosynthesis (Ubiquinol Biosynthesis)|KEGG: rn00900 (Terpenoid backbone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
5.3.3.2	rxn00830	Isopentenyl-diphosphate delta3-delta2-isomerase	"MetaCyc: ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); All-Trans-Farnesyl-PP-Biosynthesis (); Cell-Structure-Biosynthesis (Cell Structure Biosynthesis); Cell-Wall-Biosynthesis (Cell Wall Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); DITERPENOID-SYN (Diterpenoid Biosynthesis); ERGOSTEROL-SYN-PWY (superpathway of ergosterol biosynthesis I); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Ergosterol-Biosynthesis (Ergosterol Biosynthesis); GGPP-Biosynthesis (Geranylgeranyl Diphosphate Biosynthesis); ISOPRENOIDS (Hemiterpene Biosynthesis); Isopentenyl-Diphosphate-Biosynthesis (Isopentenyl Diphosphate Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); MEP-Pathways (Methylerythritol Phosphate Pathways); Mevalonate-Pathways (Mevalonate Pathways); NONMEVIPP-PWY (methylerythritol phosphate pathway I); POLYISOPRENSYN-PWY (polyisoprenoid biosynthesis (<i>E. coli</i>)); PWY-5121 (superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)); PWY-5123 (<i>trans, trans</i>-farnesyl diphosphate biosynthesis); PWY-5910 (superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)); PWY-6146 (<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism); PWY-6174 (mevalonate pathway II (archaea)); PWY-6270 (isoprene biosynthesis I); PWY-6383 (mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis); PWY-6404 (superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis); PWY-6859 (<i>all-trans</i>-farnesol biosynthesis); PWY-7102 (bisabolene biosynthesis (engineered)); PWY-7156 (superpathway of ergosterol biosynthesis II); PWY-7391 (isoprene biosynthesis II (engineered)); PWY-7392 (taxadiene biosynthesis (engineered)); PWY-7524 (mevalonate pathway III (archaea)); PWY-7560 (methylerythritol phosphate pathway II); PWY-922 (mevalonate pathway I); PWY66-5 (superpathway of cholesterol biosynthesis); Polyprenyl-Biosynthesis (Polyprenyl Biosynthesis); Quinone-Biosynthesis (Quinol and Quinone Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); Sterol-Biosynthesis (Sterol Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis); UBISYN-PWY (superpathway of ubiquinol-8 biosynthesis (prokaryotic)); Ubiquinone-Biosynthesis (Ubiquinol Biosynthesis)|KEGG: rn00900 (Terpenoid backbone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
2.5.1.1	rxn01213	GPPSYN-RXN	"MetaCyc: ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); All-Trans-Farnesyl-PP-Biosynthesis (); Antibiotic-Biosynthesis (Antibiotic Biosynthesis); Cell-Structure-Biosynthesis (Cell Structure Biosynthesis); Cell-Wall-Biosynthesis (Cell Wall Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); DITERPENOID-SYN (Diterpenoid Biosynthesis); ERGOSTEROL-SYN-PWY (superpathway of ergosterol biosynthesis I); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Ergosterol-Biosynthesis (Ergosterol Biosynthesis); GGPP-Biosynthesis (Geranylgeranyl Diphosphate Biosynthesis); HORMONE-SYN (Hormone Biosynthesis); Linalool-Biosynthesis (Linalool Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); MONOTERPENOID-SYN (Monoterpenoid Biosynthesis); POLYISOPRENSYN-PWY (polyisoprenoid biosynthesis (<i>E. coli</i>)); POLYKETIDE-SYN (Polyketide Biosynthesis); PWY-5121 (superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)); PWY-5122 (geranyl diphosphate biosynthesis); PWY-5123 (<i>trans, trans</i>-farnesyl diphosphate biosynthesis); PWY-5910 (superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)); PWY-6146 (<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism); PWY-6383 (mono-<i>trans</i>, poly-<i>cis</i> decaprenyl phosphate biosynthesis); PWY-6404 (superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis); PWY-6859 (<i>all-trans</i>-farnesol biosynthesis); PWY-7102 (bisabolene biosynthesis (engineered)); PWY-7141 ((3<i>S</i>)-linalool biosynthesis); PWY-7156 (superpathway of ergosterol biosynthesis II); PWY-7182 (linalool biosynthesis I); PWY-7392 (taxadiene biosynthesis (engineered)); PWY-7410 (ipsdienol biosynthesis); PWY-7659 (viridicatumtoxin biosynthesis); PWY-7709 ((3<i>R</i>)-linalool biosynthesis); PWY-7736 (stellatic acid biosynthesis); PWY2OL-4 (superpathway of linalool biosynthesis); PWY66-5 (superpathway of cholesterol biosynthesis); Polyprenyl-Biosynthesis (Polyprenyl Biosynthesis); Quinone-Biosynthesis (Quinol and Quinone Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); SESTERTERPENOID-BIOSYNTHESIS (Sesterterpenoid Biosynthesis); Sterol-Biosynthesis (Sterol Biosynthesis); Terpenoid-Biosynthesis (Terpenoid Biosynthesis); UBISYN-PWY (superpathway of ubiquinol-8 biosynthesis (prokaryotic)); Ubiquinone-Biosynthesis (Ubiquinol Biosynthesis)|KEGG: rn00900 (Terpenoid backbone biosynthesis); rn01110 (Biosynthesis of secondary metabolites)"
1.4.3.16	rxn00338	L-aspartate:oxygen oxidoreductase	"MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); NAD-Metabolism (NAD Metabolism); NAD-SYN (NAD Biosynthesis); PWY-5316 (nicotine biosynthesis); PWY-7342 (superpathway of nicotine biosynthesis); PWY0-781 (aspartate superpathway); PYRIDNUCSYN-PWY (NAD <i>de novo</i> biosynthesis I (from aspartate)); PYRROLIDINE-ALKALOIDS (Pyrrolidine, Piperidine and Pyridine Alkaloid Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00760 (Nicotinate and nicotinamide metabolism)"
2.4.2.19	rxn02402	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)	"MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); NAD-Metabolism (NAD Metabolism); NAD-SYN (NAD Biosynthesis); NADSYN-PWY (NAD <i>de novo</i> biosynthesis II (from tryptophan)); PWY-3502 (superpathway of NAD biosynthesis in eukaryotes); PWY-5316 (nicotine biosynthesis); PWY-5653 (NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde); PWY-7342 (superpathway of nicotine biosynthesis); PWY0-781 (aspartate superpathway); PYRIDNUCSYN-PWY (NAD <i>de novo</i> biosynthesis I (from aspartate)); PYRROLIDINE-ALKALOIDS (Pyrrolidine, Piperidine and Pyridine Alkaloid Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00760 (Nicotinate and nicotinamide metabolism)"
2.5.1.72	rxn02988	glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)	"MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); Cofactor-Biosynthesis (Cofactor, Prosthetic Group, Electron Carrier, and Vitamin Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); NAD-Metabolism (NAD Metabolism); NAD-SYN (NAD Biosynthesis); PWY-5316 (nicotine biosynthesis); PWY-7342 (superpathway of nicotine biosynthesis); PWY0-781 (aspartate superpathway); PYRIDNUCSYN-PWY (NAD <i>de novo</i> biosynthesis I (from aspartate)); PYRROLIDINE-ALKALOIDS (Pyrrolidine, Piperidine and Pyridine Alkaloid Biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis)|KEGG: rn00760 (Nicotinate and nicotinamide metabolism)"
4.1.3.27	rxn00727	Chorismate pyruvate-lyase (amino-accepting)	"MetaCyc: ALKALOIDS-SYN (Alkaloid Biosynthesis); ALL-CHORISMATE-PWY (superpathway of chorismate metabolism); Amino-Acid-Biosynthesis (Amino Acid Biosynthesis); COMPLETE-ARO-PWY (superpathway of aromatic amino acid biosynthesis); IND-AMINO-ACID-SYN (Proteinogenic Amino Acid Biosynthesis); N-CONTAINING-SECONDARY-CMPD-SYN (Nitrogen-Containing Secondary Compound Biosynthesis); PWY-5958 (acridone alkaloid biosynthesis); PWY-6629 (superpathway of L-tryptophan biosynthesis); PWY-6661 (4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis); PWY-6662 (superpathway of quinolone and alkylquinolone biosynthesis); SECONDARY-METABOLITE-BIOSYNTHESIS (Secondary Metabolite Biosynthesis); TRPSYN-PWY (L-tryptophan biosynthesis); TRYPTOPHAN-BIOSYNTHESIS (L-tryptophan Biosynthesis)|KEGG: rn00400 (Phenylalanine, tyrosine and tryptophan biosynthesis); rn01110 (Biosynthesis of secondary metabolites); rn01230 (Biosynthesis of amino acids)"
3.1.2.6	rxn01274	(R)-S-Lactoylglutathione hydrolase	MetaCyc: Aldehyde-Degradation (Aldehyde Degradation); Degradation (Degradation/Utilization/Assimilation); Detoxification (Detoxification); METHGLYUT-PWY (superpathway of methylglyoxal degradation); Methylglyoxal-Detoxification (Methylglyoxal Detoxification); PWY-5386 (methylglyoxal degradation I)|KEGG: rn00620 (Pyruvate metabolism)
4.4.1.5	rxn01834	(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing)	MetaCyc: Aldehyde-Degradation (Aldehyde Degradation); Degradation (Degradation/Utilization/Assimilation); Detoxification (Detoxification); METHGLYUT-PWY (superpathway of methylglyoxal degradation); Methylglyoxal-Detoxification (Methylglyoxal Detoxification); PWY-5386 (methylglyoxal degradation I)|KEGG: rn00620 (Pyruvate metabolism)
2.7.1.30	rxn00615	ATP:glycerol 3-phosphotransferase	MetaCyc: Alcohol-Degradation (Alcohol Degradation); Degradation (Degradation/Utilization/Assimilation); Fatty-Acid-and-Lipid-Degradation (Fatty Acid and Lipid Degradation); GLYCEROL-DEG (Glycerol Degradation); PWY-4261 (glycerol degradation I); PWY0-381 (glycerol and glycerophosphodiester degradation)|KEGG: rn00561 (Glycerolipid metabolism)
2.3.3.9|4.1.3.2	rxn00330	"acetyl-CoA:glyoxylate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"	"MetaCyc: Alcohol-Degradation (Alcohol Degradation); C1-COMPOUNDS (C1 Compound Utilization and Assimilation); CARBOXYLATES-DEG (Carboxylate Degradation); CO2-Fixation (CO<sub>2</sub> Fixation); Carbohydrates-Degradation (Carbohydrate Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); GLYCOL-GLYOXDEG-PWY (superpathway of glycol metabolism and degradation); GLYCOLYSIS-TCA-GLYOX-BYPASS (superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass); GLYOXDEG-PWY (glycolate and glyoxylate degradation II); GLYOXYLATE-BYPASS (glyoxylate cycle); Glycolate-Degradation (Glycolate Degradation); L-Arabinose-Degradation (L-arabinose Degradation); P105-PWY (TCA cycle IV (2-oxoglutarate decarboxylase)); PWY-5257 (superpathway of pentose and pentitol degradation); PWY-561 (superpathway of glyoxylate cycle and fatty acid degradation); PWY-6969 (TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)); PWY-7118 (chitin degradation to ethanol); PWY-7294 (D-xylose degradation IV); PWY-7295 (L-arabinose degradation IV); PWY-7854 (crotonyl-CoA/ethylmalonyl-CoA/hydroxybutyryl-CoA cycle (engineered)); SECONDARY-METABOLITE-DEGRADATION (Secondary Metabolite Degradation); SUGAR-ALCOHOLS-DEG (Sugar Alcohol Degradation); Sugar-Derivatives (Sugar Derivative Degradation); Sugars-And-Polysaccharides-Degradation (Sugar Degradation); TCA-GLYOX-BYPASS (superpathway of glyoxylate bypass and TCA); TCA-VARIANTS (TCA cycle); Xylose-Degradation (Xylose Degradation)|KEGG: rn00620 (Pyruvate metabolism); rn00630 (Glyoxylate and dicarboxylate metabolism); rn01200 (Carbon metabolism)"
2.3.1.-|2.3.1.222|2.3.1.8	rxn00670	propanoyl-CoA:phosphate propanoyltransferase	"MetaCyc: Alcohol-Degradation (Alcohol Degradation); Amino-Acid-Degradation (Amino Acid Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); Fermentation-to-Acids (Fermentation to Short-Chain Fatty Acids); Fermentation-to-propanoate (Fermentation to Propanoate); PWY-5437 (L-threonine degradation I); PWY-7013 ((<i>S</i>)-propane-1,2-diol degradation); Proteinogenic-Amino-Acids-Degradation (Proteinogenic Amino Acid Degradation); THREOCAT-PWY (superpathway of L-threonine metabolism); THREONINE-DEG (L-threonine Degradation)|KEGG: rn00640 (Propanoate metabolism)"
1.1.1.211|1.1.1.35	rxn03249	(S)-hydroxyhexanoyl-CoA:NAD+ oxidoreductase	MetaCyc: Alcohol-Biosynthesis (Fermentation to Alcohols); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); PWY-6863 (pyruvate fermentation to hexanol (engineered)); Pyruvate-Degradation (Fermentation of Pyruvate)|KEGG: rn00062 (Fatty acid elongation); rn00071 (Fatty acid degradation); rn01212 (Fatty acid metabolism)
1.1.1.8|1.1.1.94	rxn00611	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase	"MetaCyc: Alcohol-Biosynthesis (Fermentation to Alcohols); CDP-diacylglycerol-Biosynthesis (CDP-diacylglycerol Biosynthesis); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Fermentation (); Glycolipids-Biosynthesis (Glycolipid Biosynthesis); Lipid-Biosynthesis (Fatty Acid and Lipid Biosynthesis); OTHER-ENERGY (Other); PHOSLIPSYN-PWY (superpathway of phospholipid biosynthesis I (bacteria)); PHOSLIPSYN2-PWY (superpathway of phospholipid biosynthesis II (plants)); PWY-5667 (CDP-diacylglycerol biosynthesis I); PWY-5981 (CDP-diacylglycerol biosynthesis III); PWY-6118 (glycerol-3-phosphate shuttle); PWY-7385 (1,3-propanediol biosynthesis (engineered)); PWY-7411 (phosphatidate biosynthesis (yeast)); PWY-7902 (glucosylglycerol biosynthesis); PWY0-1319 (CDP-diacylglycerol biosynthesis II); PWY4FS-7 (phosphatidylglycerol biosynthesis I (plastidic)); PWY4FS-8 (phosphatidylglycerol biosynthesis II (non-plastidic)); PhosphatidylglycerolBiosynthesis (Phosphatidylglycerol Biosynthesis); Phospholipid-Biosynthesis (Phospholipid Biosynthesis)|KEGG: rn00564 (Glycerophospholipid metabolism)"
3.1.1.31	rxn01476	"6-Phospho-D-glucono-1,5-lactone lactonohydrolase"	MetaCyc: Alcohol-Biosynthesis (Fermentation to Alcohols); C1-COMPOUNDS (C1 Compound Utilization and Assimilation); Carbohydrates-Degradation (Carbohydrate Degradation); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Entner-Duodoroff-Pathways (Entner-Duodoroff Pathways); Fermentation (); Fermentation-to-Acids (Fermentation to Short-Chain Fatty Acids); Fermentation-to-Lactate (Fermentation to Lactate); Formaldehyde-Oxidation (Formaldehyde Oxidation); GLYCOLYSIS-E-D (superpathway of glycolysis and the Entner-Doudoroff pathway); OXIDATIVEPENT-PWY (pentose phosphate pathway (oxidative branch) I); P122-PWY (heterolactic fermentation); PENTOSE-P-PWY (pentose phosphate pathway); PWY-6901 (superpathway of glucose and xylose degradation); PWY-8004 (Entner-Doudoroff pathway I); Pentose-Phosphate-Cycle (Pentose Phosphate Pathways); Pyruvate-Degradation (Fermentation of Pyruvate); Pyruvate-Ethanol-Fermentation (Pyruvate Fermentation to Ehanol); RUMP-PWY (formaldehyde oxidation I); Sugars-And-Polysaccharides-Degradation (Sugar Degradation)|KEGG: rn00030 (Pentose phosphate pathway); rn01110 (Biosynthesis of secondary metabolites); rn01200 (Carbon metabolism)
2.7.1.19	rxn01111	ATP:D-ribulose-5-phosphate 1-phosphotransferase	MetaCyc: Alcohol-Biosynthesis (Fermentation to Alcohols); Autotrophic-CO2-Fixation (Autotrophic CO<sub>2</sub> Fixation); C1-COMPOUNDS (C1 Compound Utilization and Assimilation); CALVIN-PWY (Calvin-Benson-Bassham cycle); CARBO-BIOSYNTHESIS (Sugar Biosynthesis); CO2-Fixation (CO<sub>2</sub> Fixation); Carbohydrates-Biosynthesis (Carbohydrate Biosynthesis); Degradation (Degradation/Utilization/Assimilation); Energy-Metabolism (Generation of Precursor Metabolite and Energy); Ethylene-Biosynthesis (Ethylene Biosynthesis); Fermentation (); HORMONE-SYN (Hormone Biosynthesis); PHOTOALL-PWY (oxygenic photosynthesis); PWY-5723 (Rubisco shunt); PWY-6886 (1-butanol autotrophic biosynthesis (engineered)); PWY-7124 (ethylene biosynthesis V (engineered)); PWY-7218 (photosynthetic 3-hydroxybutanoate biosynthesis (engineered)); Photosynthesis (); Plant-Hormone-Biosynthesis (Plant Hormone Biosynthesis); Storage-Compounds-Biosynthesis (Storage Compound Biosynthesis)|KEGG: rn00710 (Carbon fixation in photosynthetic organisms); rn01200 (Carbon metabolism)
