locus_tag_from_mut_lib,protein_accession,locus_tag_from_model
MIT1002_03378,WP_049588677.1,TK37_RS16445
MIT1002_03379,WP_039227383.1,TK37_RS16450
MIT1002_03380,WP_014950719.1,TK37_RS16455
MIT1002_03381,WP_014950720.1,TK37_RS16460
MIT1002_03382,WP_014950721.1,TK37_RS16465
MIT1002_03383,WP_014977415.1,TK37_RS16470
MIT1002_03384,WP_014950723.1,TK37_RS16475
MIT1002_03385,WP_014950724.1,TK37_RS16480
MIT1002_03386,WP_049588678.1,TK37_RS16485
MIT1002_03387,WP_222936674.1,
MIT1002_03388,WP_049588679.1,TK37_RS16495
MIT1002_03389,WP_049588680.1,TK37_RS16500
MIT1002_03390,WP_197047983.1,
MIT1002_03391,WP_053103830.1,TK37_RS16510
MIT1002_03392,WP_049588681.1,TK37_RS16515
MIT1002_03393,WP_049588682.1,TK37_RS16520
MIT1002_03394,WP_049588683.1,TK37_RS16525
MIT1002_03395,WP_049588684.1,TK37_RS16530
MIT1002_03396,WP_049588685.1,TK37_RS16535
MIT1002_03399,WP_049588686.1,TK37_RS16545
MIT1002_03400,WP_049588687.1,TK37_RS16550
MIT1002_03401,WP_049588688.1,TK37_RS16555
MIT1002_03402,WP_049588689.1,TK37_RS16560
MIT1002_03404,WP_049589218.1,
MIT1002_03405,WP_049589118.1,TK37_RS19925
MIT1002_03406,WP_049589119.1,TK37_RS19930
MIT1002_03407,WP_049589120.1,TK37_RS19935
MIT1002_03408,WP_049589121.1,TK37_RS19940
MIT1002_03409,WP_049589122.1,TK37_RS19945
MIT1002_03410,WP_049589123.1,TK37_RS19950
MIT1002_03412,WP_014950727.1,TK37_RS19960
MIT1002_03413,WP_049589126.1,TK37_RS19965
MIT1002_03414,WP_049589127.1,TK37_RS19970
MIT1002_03415,WP_049589129.1,TK37_RS19975
MIT1002_03419,WP_049588737.1,TK37_RS16935
MIT1002_03420,WP_049588736.1,TK37_RS16930
MIT1002_03421,WP_049588735.1,TK37_RS16925
MIT1002_03422,WP_049588734.1,TK37_RS16920
MIT1002_03423,WP_014950735.1,TK37_RS16915
MIT1002_03424,WP_049588733.1,TK37_RS16910
MIT1002_03425,WP_049588732.1,TK37_RS16905
MIT1002_03426,WP_014950738.1,TK37_RS16900
MIT1002_03427,WP_049588731.1,TK37_RS16895
MIT1002_03428,WP_014977428.1,TK37_RS16890
MIT1002_03429,WP_014950741.1,TK37_RS16885
MIT1002_03430,WP_049588730.1,TK37_RS16880
MIT1002_03431,WP_049588729.1,TK37_RS16875
MIT1002_03432,WP_014950744.1,TK37_RS16870
MIT1002_03433,WP_014950745.1,TK37_RS16865
MIT1002_03434,WP_049588728.1,TK37_RS16860
MIT1002_03435,WP_049588727.1,TK37_RS16855
MIT1002_03436,WP_049588726.1,TK37_RS16850
MIT1002_03437,WP_049588725.1,TK37_RS16845
MIT1002_03438,WP_049588724.1,TK37_RS16840
MIT1002_03439,WP_049588723.1,TK37_RS16835
MIT1002_03440,WP_049588722.1,TK37_RS16830
MIT1002_03441,WP_049588721.1,TK37_RS16825
MIT1002_03442,WP_049588720.1,TK37_RS16820
MIT1002_03443,WP_014950755.1,TK37_RS16815
MIT1002_03444,WP_049588719.1,TK37_RS16810
MIT1002_03445,WP_039216362.1,TK37_RS16805
MIT1002_03446,WP_049588718.1,
MIT1002_03447,WP_049588717.1,TK37_RS16795
MIT1002_03448,WP_049588738.1,TK37_RS16790
MIT1002_03449,WP_049588716.1,TK37_RS16785
MIT1002_03450,WP_049588715.1,TK37_RS16780
MIT1002_03451,WP_014950763.1,TK37_RS16775
MIT1002_03452,WP_049588714.1,TK37_RS16770
MIT1002_03453,WP_231514328.1,
MIT1002_03543,WP_231514328.1,
MIT1002_03454,WP_049589233.1,TK37_RS20575
MIT1002_03456,WP_049586942.1,TK37_RS07745
MIT1002_03457,WP_039228660.1,TK37_RS07750
MIT1002_03458,WP_039228659.1,TK37_RS07755
MIT1002_03459,WP_039228657.1,TK37_RS07760
MIT1002_03460,WP_014950772.1,TK37_RS07765
MIT1002_03461,WP_049586943.1,TK37_RS07770
MIT1002_03462,WP_049586944.1,TK37_RS07775
MIT1002_03463,WP_014950775.1,TK37_RS07780
MIT1002_03464,WP_049586946.1,TK37_RS07785
MIT1002_03465,WP_197047984.1,
MIT1002_03466,WP_014950778.1,TK37_RS07795
MIT1002_03467,WP_049586947.1,TK37_RS07800
MIT1002_03468,WP_049586948.1,TK37_RS07805
MIT1002_03469,WP_049586949.1,TK37_RS07810
MIT1002_03470,WP_049586951.1,TK37_RS07815
MIT1002_03471,WP_049586952.1,TK37_RS07820
MIT1002_03472,WP_014950784.1,TK37_RS07825
MIT1002_03473,WP_014950785.1,TK37_RS07830
MIT1002_03474,WP_014980361.1,
MIT1002_03475,WP_039216383.1,TK37_RS07840
MIT1002_03476,WP_049586953.1,TK37_RS07845
MIT1002_03477,WP_039216429.1,TK37_RS07850
MIT1002_03478,WP_049586955.1,TK37_RS07855
MIT1002_03479,WP_044583775.1,TK37_RS07860
MIT1002_03480,WP_014977463.1,TK37_RS07865
MIT1002_03481,WP_014950791.1,TK37_RS07870
MIT1002_03482,WP_014950792.1,TK37_RS07875
MIT1002_03483,WP_014950793.1,TK37_RS07880
MIT1002_03484,WP_014950794.1,TK37_RS07885
MIT1002_03485,WP_014950795.1,TK37_RS07890
MIT1002_03486,WP_049586957.1,TK37_RS07895
MIT1002_03487,WP_014950797.1,TK37_RS07900
MIT1002_03488,WP_049586994.1,TK37_RS07905
MIT1002_03489,WP_049586958.1,TK37_RS07910
MIT1002_03490,WP_014999633.1,TK37_RS07915
MIT1002_03491,WP_049586959.1,TK37_RS07920
MIT1002_03492,WP_014950802.1,TK37_RS07925
MIT1002_03493,WP_014999637.1,TK37_RS07930
MIT1002_03494,WP_049586960.1,TK37_RS07935
MIT1002_03495,WP_049586961.1,TK37_RS07940
MIT1002_03496,WP_049586962.1,TK37_RS07945
MIT1002_03497,WP_049586964.1,TK37_RS07950
MIT1002_03498,WP_014950808.1,TK37_RS07955
MIT1002_03499,WP_014950809.1,TK37_RS07960
MIT1002_03500,WP_014999643.1,TK37_RS07965
MIT1002_03501,WP_049586965.1,TK37_RS07970
MIT1002_03502,WP_049586966.1,TK37_RS07975
MIT1002_03504,WP_049586967.1,TK37_RS07985
MIT1002_03505,WP_049586968.1,TK37_RS07990
MIT1002_03506,WP_049586969.1,TK37_RS07995
MIT1002_03507,WP_039216400.1,TK37_RS08000
MIT1002_03508,WP_039216401.1,TK37_RS08005
MIT1002_03509,WP_049586970.1,TK37_RS08010
MIT1002_03510,WP_049586971.1,TK37_RS08015
MIT1002_03511,WP_014950820.1,TK37_RS08020
MIT1002_03512,WP_049586973.1,TK37_RS08025
MIT1002_03513,WP_039216432.1,TK37_RS08030
MIT1002_03514,WP_231514330.1,
MIT1002_03515,WP_014977483.1,TK37_RS08040
MIT1002_03516,WP_049586975.1,TK37_RS08045
MIT1002_03517,WP_014977485.1,TK37_RS08050
MIT1002_03518,WP_049586976.1,TK37_RS08055
MIT1002_03519,WP_049586977.1,TK37_RS08060
MIT1002_03520,WP_049586978.1,TK37_RS08065
MIT1002_03521,WP_049586980.1,TK37_RS08070
MIT1002_03522,WP_014980386.1,TK37_RS08075
MIT1002_03523,WP_049586981.1,TK37_RS08080
MIT1002_03524,WP_049586983.1,TK37_RS08085
MIT1002_03525,WP_014980389.1,TK37_RS08090
MIT1002_03526,WP_049586984.1,TK37_RS08095
MIT1002_03527,WP_049586985.1,TK37_RS08100
MIT1002_03528,WP_014977495.1,TK37_RS08105
MIT1002_03529,WP_049586987.1,TK37_RS08110
MIT1002_03530,WP_404978258.1,
MIT1002_03531,WP_155279885.1,TK37_RS21345
MIT1002_03532,WP_049586989.1,TK37_RS08120
MIT1002_03533,WP_014977498.1,
MIT1002_03728,WP_014977498.1,
MIT1002_03538,WP_049589179.1,TK37_RS20165
MIT1002_03539,WP_039222269.1,TK37_RS20170
MIT1002_03540,WP_049589180.1,TK37_RS20175
MIT1002_03541,WP_049589181.1,TK37_RS20180
MIT1002_03542,WP_049589182.1,TK37_RS20185
MIT1002_03549,WP_049588906.1,TK37_RS18290
MIT1002_03550,WP_049588905.1,TK37_RS18285
MIT1002_03551,WP_039233876.1,TK37_RS18280
MIT1002_03552,WP_049588904.1,TK37_RS18275
MIT1002_03553,WP_049588903.1,TK37_RS18270
MIT1002_03554,WP_049588902.1,TK37_RS18265
MIT1002_03555,WP_049588901.1,TK37_RS18260
MIT1002_03556,WP_049588900.1,TK37_RS18255
MIT1002_03557,WP_049588899.1,TK37_RS18250
MIT1002_03558,WP_049588898.1,TK37_RS18245
MIT1002_03559,WP_049588897.1,TK37_RS18240
MIT1002_03560,WP_049588896.1,TK37_RS18235
MIT1002_03561,WP_049588895.1,
MIT1002_03562,WP_049588894.1,TK37_RS18225
MIT1002_03563,WP_049588893.1,TK37_RS18220
MIT1002_03564,WP_049588892.1,TK37_RS18215
MIT1002_03566,WP_080986467.1,TK37_RS18210
MIT1002_03567,WP_160314217.1,TK37_RS18205
MIT1002_03568,WP_049588889.1,TK37_RS18200
MIT1002_03569,WP_049588888.1,TK37_RS18195
MIT1002_03570,WP_049588887.1,TK37_RS18190
MIT1002_03571,WP_049588886.1,TK37_RS18185
MIT1002_03572,WP_231514331.1,
MIT1002_03573,WP_012516875.1,
MIT1002_03574,WP_012518757.1,TK37_RS20505
MIT1002_04208,WP_012518757.1,TK37_RS20505
MIT1002_03575,WP_231514332.1,
MIT1002_03576,WP_012516872.1,TK37_RS20635
MIT1002_04210,WP_012516872.1,TK37_RS20635
MIT1002_03577,WP_049586771.1,
MIT1002_03578,WP_049586725.1,TK37_RS06555
MIT1002_03579,WP_049586727.1,TK37_RS06560
MIT1002_03580,WP_049586729.1,TK37_RS06565
MIT1002_03581,WP_049586730.1,TK37_RS06570
MIT1002_03582,WP_049586732.1,TK37_RS06575
MIT1002_03583,WP_152910872.1,TK37_RS06580
MIT1002_03584,WP_012519212.1,TK37_RS06585
MIT1002_03585,WP_039226687.1,TK37_RS06590
MIT1002_03586,WP_012519214.1,TK37_RS06595
MIT1002_03587,WP_012519215.1,TK37_RS06600
MIT1002_03588,WP_012519216.1,TK37_RS06605
MIT1002_03590,WP_012519217.1,TK37_RS06610
MIT1002_03591,WP_014977524.1,TK37_RS06615
MIT1002_03592,WP_049586735.1,TK37_RS06620
MIT1002_03593,WP_014950907.1,TK37_RS06625
MIT1002_03594,WP_012519221.1,TK37_RS06630
MIT1002_03595,WP_014950908.1,TK37_RS06635
MIT1002_03596,WP_014950909.1,TK37_RS06640
MIT1002_03597,WP_012519224.1,TK37_RS06645
MIT1002_03598,WP_014950910.1,TK37_RS06650
MIT1002_03599,WP_014950911.1,TK37_RS06655
MIT1002_03600,WP_014950912.1,TK37_RS06660
MIT1002_03601,WP_012519228.1,TK37_RS06665
MIT1002_03602,WP_049586737.1,TK37_RS06670
MIT1002_03603,WP_049586738.1,TK37_RS06675
MIT1002_03604,WP_039226695.1,TK37_RS06680
MIT1002_03605,WP_014950916.1,TK37_RS06685
MIT1002_03606,WP_014950917.1,TK37_RS06690
MIT1002_03607,WP_049586739.1,TK37_RS06695
MIT1002_03608,WP_014950919.1,TK37_RS06700
MIT1002_03609,WP_014950920.1,TK37_RS06705
MIT1002_03610,WP_049586740.1,TK37_RS06710
MIT1002_03611,WP_014950922.1,TK37_RS06715
MIT1002_03612,WP_014980447.1,TK37_RS06720
MIT1002_03613,WP_014950924.1,TK37_RS06725
MIT1002_03614,WP_014950925.1,TK37_RS06730
MIT1002_03615,WP_049586772.1,TK37_RS06735
MIT1002_03616,WP_049586742.1,TK37_RS06740
MIT1002_03617,WP_152910873.1,TK37_RS06745
MIT1002_03618,WP_049586744.1,TK37_RS06750
MIT1002_03619,WP_039226836.1,TK37_RS06755
MIT1002_03620,WP_014999724.1,TK37_RS06760
MIT1002_03621,WP_049586745.1,TK37_RS06765
MIT1002_03622,WP_049586746.1,TK37_RS06770
MIT1002_03623,WP_014950935.1,
MIT1002_03624,WP_049586748.1,TK37_RS06775
MIT1002_03625,WP_080752387.1,TK37_RS06780
MIT1002_03626,WP_231514333.1,
MIT1002_03628,WP_012519905.1,TK37_RS06790
MIT1002_03629,WP_049586752.1,TK37_RS06795
MIT1002_03630,WP_049586755.1,TK37_RS06800
MIT1002_03631,WP_014950941.1,TK37_RS06805
MIT1002_03632,WP_014977550.1,TK37_RS06810
MIT1002_03633,WP_039233979.1,TK37_RS06815
MIT1002_03634,WP_014977552.1,TK37_RS06820
MIT1002_03635,WP_014980459.1,TK37_RS06825
MIT1002_03636,WP_049586758.1,TK37_RS06830
MIT1002_03637,WP_014977555.1,TK37_RS06835
MIT1002_03638,WP_049586760.1,TK37_RS06840
MIT1002_03639,WP_080986398.1,TK37_RS06845
MIT1002_03640,WP_049586764.1,TK37_RS06850
MIT1002_03641,WP_049586765.1,TK37_RS06855
MIT1002_03642,WP_049586766.1,TK37_RS06860
MIT1002_03643,WP_039233996.1,TK37_RS06865
MIT1002_03644,WP_014980468.1,TK37_RS06870
MIT1002_03645,WP_049586768.1,TK37_RS06875
MIT1002_03646,WP_049586769.1,TK37_RS06880
MIT1002_03648,WP_014977564.1,TK37_RS06885
MIT1002_03649,WP_014950958.1,TK37_RS06890
MIT1002_03650,WP_014950959.1,TK37_RS06895
MIT1002_03651,WP_375342098.1,
MIT1002_03652,WP_014977568.1,TK37_RS06905
MIT1002_03653,WP_049586770.1,TK37_RS06910
MIT1002_03654,WP_014950963.1,TK37_RS06915
MIT1002_03655,WP_014950964.1,TK37_RS06920
MIT1002_03656,WP_014950965.1,TK37_RS06925
MIT1002_03657,WP_014950966.1,TK37_RS06930
MIT1002_03658,WP_014950967.1,TK37_RS06935
MIT1002_03659,WP_014950968.1,TK37_RS06940
MIT1002_03660,WP_014950969.1,TK37_RS06945
MIT1002_03661,WP_014950970.1,TK37_RS06950
MIT1002_03663,WP_049589053.1,TK37_RS19365
MIT1002_03664,WP_014977575.1,TK37_RS19370
MIT1002_03665,WP_049589054.1,TK37_RS19375
MIT1002_03666,WP_014950975.1,TK37_RS19380
MIT1002_03667,WP_039226843.1,TK37_RS19390
MIT1002_03668,WP_014950978.1,TK37_RS19395
MIT1002_03669,WP_014950979.1,TK37_RS19400
MIT1002_03670,WP_014950980.1,TK37_RS19405
MIT1002_03671,WP_014950981.1,TK37_RS19410
MIT1002_03672,WP_014950982.1,TK37_RS19415
MIT1002_03673,WP_014950983.1,TK37_RS19420
MIT1002_03674,WP_014950984.1,TK37_RS19425
MIT1002_03675,WP_014977582.1,TK37_RS19430
MIT1002_03676,WP_014950986.1,TK37_RS19435
MIT1002_03677,WP_014950987.1,TK37_RS19440
MIT1002_03678,WP_014950988.1,TK37_RS19445
MIT1002_03679,WP_014950989.1,TK37_RS19450
MIT1002_03680,WP_049589055.1,TK37_RS19455
MIT1002_03681,WP_049589056.1,TK37_RS19460
MIT1002_03682,WP_156080661.1,
MIT1002_03683,WP_049589002.1,TK37_RS19005
MIT1002_03684,WP_014977586.1,TK37_RS19000
MIT1002_03685,WP_014977587.1,TK37_RS18995
MIT1002_03687,WP_014950994.1,TK37_RS18990
MIT1002_03688,WP_049589000.1,TK37_RS18985
MIT1002_03689,WP_014980491.1,TK37_RS18980
MIT1002_03690,WP_014950997.1,TK37_RS18975
MIT1002_03691,WP_049588999.1,TK37_RS18970
MIT1002_03692,WP_014977591.1,TK37_RS18965
MIT1002_03693,WP_049588998.1,TK37_RS18960
MIT1002_03694,WP_014977593.1,TK37_RS18955
MIT1002_03695,WP_049588997.1,TK37_RS18950
MIT1002_03696,WP_014977595.1,TK37_RS18945
MIT1002_03697,WP_049588996.1,TK37_RS18940
MIT1002_03698,WP_049588995.1,TK37_RS18935
MIT1002_03699,WP_014951006.1,
MIT1002_03700,WP_049588994.1,TK37_RS18925
MIT1002_03701,WP_049588993.1,TK37_RS18920
MIT1002_03702,WP_049588992.1,TK37_RS18915
MIT1002_03703,WP_231514334.1,
MIT1002_03704,WP_231514335.1,
MIT1002_03705,WP_049588989.1,TK37_RS18900
MIT1002_03706,WP_014951013.1,TK37_RS18895
MIT1002_03707,WP_156080662.1,
MIT1002_03708,WP_014951015.1,TK37_RS19020
MIT1002_03709,WP_049589004.1,TK37_RS19025
MIT1002_03710,WP_014951017.1,TK37_RS19030
MIT1002_03711,WP_049589005.1,TK37_RS19035
MIT1002_03712,WP_039227019.1,
MIT1002_03713,WP_049589006.1,TK37_RS19045
MIT1002_03714,WP_231514336.1,
MIT1002_03715,WP_049589007.1,TK37_RS19055
MIT1002_03716,WP_049589008.1,TK37_RS19060
MIT1002_03717,WP_014977608.1,TK37_RS19065
MIT1002_03718,WP_014951024.1,TK37_RS19070
MIT1002_03719,WP_014951025.1,TK37_RS19075
MIT1002_03720,WP_049589009.1,TK37_RS19080
MIT1002_03721,WP_049589010.1,TK37_RS19085
MIT1002_03722,WP_049589011.1,TK37_RS19090
MIT1002_03723,WP_039227034.1,TK37_RS19095
MIT1002_03724,WP_014951030.1,TK37_RS19100
MIT1002_03725,WP_039227035.1,TK37_RS19105
MIT1002_03726,WP_049589012.1,TK37_RS19110
MIT1002_03727,WP_039234928.1,TK37_RS19115
MIT1002_03729,WP_014951035.1,TK37_RS17115
MIT1002_03730,WP_014951036.1,TK37_RS17120
MIT1002_03731,WP_014951037.1,TK37_RS17125
MIT1002_03732,WP_039229319.1,TK37_RS17130
MIT1002_03733,WP_014977618.1,TK37_RS17135
MIT1002_03734,WP_015068303.1,TK37_RS17140
MIT1002_03735,WP_014951041.1,TK37_RS17145
MIT1002_03736,WP_014980521.1,TK37_RS17150
MIT1002_03737,WP_014951043.1,TK37_RS17155
MIT1002_03738,WP_049588759.1,TK37_RS17160
MIT1002_03740,WP_014951044.1,TK37_RS17170
MIT1002_03741,WP_014951045.1,TK37_RS17175
MIT1002_03743,WP_014980522.1,TK37_RS17185
MIT1002_03744,WP_049588761.1,TK37_RS17190
MIT1002_03745,WP_049588762.1,TK37_RS17195
MIT1002_03746,WP_039229366.1,TK37_RS17200
MIT1002_03747,WP_039229305.1,TK37_RS17205
MIT1002_03748,WP_049588763.1,TK37_RS17210
MIT1002_03749,WP_049588764.1,TK37_RS17215
MIT1002_03750,WP_014951053.1,TK37_RS17220
MIT1002_03751,WP_014951054.1,TK37_RS17225
MIT1002_03752,WP_049588765.1,TK37_RS17230
MIT1002_03753,WP_014951056.1,TK37_RS17235
MIT1002_03754,WP_049588766.1,TK37_RS17240
MIT1002_03755,WP_014980533.1,TK37_RS17245
MIT1002_03756,WP_049588768.1,TK37_RS17250
MIT1002_03757,WP_230598813.1,
MIT1002_03758,WP_014951061.1,TK37_RS17260
MIT1002_03759,WP_049588769.1,TK37_RS17265
MIT1002_03760,WP_049588770.1,TK37_RS17270
MIT1002_03761,WP_039229281.1,TK37_RS17275
MIT1002_03763,WP_049585741.1,TK37_RS01220
MIT1002_03764,WP_049585740.1,TK37_RS01215
MIT1002_03765,WP_049585739.1,TK37_RS01210
MIT1002_03766,WP_231514337.1,
MIT1002_03767,WP_049585761.1,TK37_RS01200
MIT1002_03768,WP_049585736.1,TK37_RS01195
MIT1002_03769,WP_014951071.1,TK37_RS01190
MIT1002_03770,WP_049585734.1,TK37_RS01185
MIT1002_03771,WP_049585731.1,TK37_RS01180
MIT1002_03772,WP_231514338.1,
MIT1002_03773,WP_014951077.1,TK37_RS01170
MIT1002_03774,WP_014951078.1,TK37_RS01165
MIT1002_03775,WP_049585728.1,TK37_RS01160
MIT1002_03776,WP_014980553.1,TK37_RS01155
MIT1002_03777,WP_049585726.1,TK37_RS01150
MIT1002_03778,WP_014951082.1,TK37_RS01145
MIT1002_03779,WP_049585722.1,TK37_RS01140
MIT1002_03780,WP_014951084.1,TK37_RS01135
MIT1002_03781,WP_049585720.1,TK37_RS01130
MIT1002_03782,WP_014977648.1,TK37_RS01125
MIT1002_03783,WP_049585717.1,TK37_RS01120
MIT1002_03784,WP_375342097.1,
MIT1002_03785,WP_049585713.1,TK37_RS01110
MIT1002_03786,WP_049585711.1,TK37_RS01105
MIT1002_03787,WP_049585708.1,TK37_RS01100
MIT1002_03788,WP_014951092.1,TK37_RS01095
MIT1002_03789,WP_231514365.1,
MIT1002_03790,WP_049585703.1,TK37_RS01085
MIT1002_03791,WP_049585701.1,TK37_RS01080
MIT1002_03792,WP_014951096.1,TK37_RS01075
MIT1002_03793,WP_049585699.1,TK37_RS01070
MIT1002_03794,WP_014980562.1,TK37_RS01065
MIT1002_03795,WP_049585697.1,TK37_RS01060
MIT1002_03796,WP_014951100.1,TK37_RS01055
MIT1002_03797,WP_080986364.1,TK37_RS01050
MIT1002_03798,WP_014951102.1,TK37_RS01045
MIT1002_03799,WP_014951103.1,TK37_RS01040
MIT1002_03800,WP_014951104.1,TK37_RS01035
MIT1002_03802,WP_014951106.1,TK37_RS01025
MIT1002_03803,WP_014951107.1,TK37_RS01020
MIT1002_03804,WP_014951108.1,TK37_RS01015
MIT1002_03805,WP_014980565.1,TK37_RS01010
MIT1002_03806,WP_049585693.1,TK37_RS01005
MIT1002_03807,WP_039233618.1,TK37_RS01000
MIT1002_03808,WP_049585691.1,TK37_RS00995
MIT1002_03809,WP_049585689.1,TK37_RS00990
MIT1002_03810,WP_014977663.1,TK37_RS00985
MIT1002_03811,WP_049585686.1,TK37_RS00980
MIT1002_03812,WP_049585684.1,TK37_RS00975
MIT1002_03813,WP_049585681.1,TK37_RS00970
MIT1002_03814,WP_049585679.1,TK37_RS00965
MIT1002_03815,WP_049585677.1,TK37_RS00960
MIT1002_03816,WP_012519953.1,TK37_RS00955
MIT1002_03817,WP_012519954.1,TK37_RS00950
MIT1002_03818,WP_014951120.1,TK37_RS00945
MIT1002_03819,WP_014951121.1,TK37_RS00940
MIT1002_03820,WP_080986363.1,TK37_RS00935
MIT1002_03821,WP_049585674.1,TK37_RS00930
MIT1002_03822,WP_049585673.1,TK37_RS00925
MIT1002_03823,WP_014977672.1,TK37_RS00920
MIT1002_03824,WP_014951126.1,TK37_RS00915
MIT1002_03825,WP_049585671.1,TK37_RS00910
MIT1002_03826,WP_049585669.1,TK37_RS00905
MIT1002_03827,WP_049585667.1,TK37_RS00900
MIT1002_03828,WP_014951130.1,
MIT1002_03829,WP_080986362.1,TK37_RS00890
MIT1002_03830,WP_014951132.1,TK37_RS00885
MIT1002_03831,WP_014977677.1,TK37_RS00880
MIT1002_03832,WP_049585662.1,TK37_RS00875
MIT1002_03833,WP_014951135.1,TK37_RS00870
MIT1002_03834,WP_014951136.1,TK37_RS00865
MIT1002_03835,WP_039229202.1,TK37_RS00860
MIT1002_03836,WP_049585659.1,TK37_RS00855
MIT1002_03837,WP_014951139.1,TK37_RS00850
MIT1002_03838,WP_049585657.1,TK37_RS00845
MIT1002_03839,WP_049585654.1,TK37_RS00840
MIT1002_03840,WP_049585652.1,TK37_RS00835
MIT1002_03841,WP_049585650.1,TK37_RS00830
MIT1002_03842,WP_049585649.1,TK37_RS00825
MIT1002_03843,WP_014977687.1,TK37_RS00820
MIT1002_03844,WP_049585647.1,TK37_RS00815
MIT1002_03845,WP_049585645.1,TK37_RS00810
MIT1002_03846,WP_049585643.1,TK37_RS00805
MIT1002_03847,WP_014951149.1,TK37_RS20690
MIT1002_03848,WP_049585641.1,TK37_RS00795
MIT1002_03849,WP_049585639.1,TK37_RS00790
MIT1002_03850,WP_049585637.1,TK37_RS00785
MIT1002_03851,WP_049585635.1,TK37_RS00780
MIT1002_03852,WP_049585633.1,TK37_RS00775
MIT1002_03853,WP_049585631.1,TK37_RS00770
MIT1002_03854,WP_049585629.1,TK37_RS00765
MIT1002_03856,WP_014951158.1,TK37_RS00760
MIT1002_03857,WP_049585628.1,TK37_RS00755
MIT1002_03858,WP_152910862.1,TK37_RS00750
MIT1002_03859,WP_231514339.1,
MIT1002_03860,WP_231514340.1,
MIT1002_03861,WP_049585624.1,TK37_RS00735
MIT1002_03862,WP_049585622.1,TK37_RS00730
MIT1002_03863,WP_049585620.1,TK37_RS00725
MIT1002_03864,WP_049585617.1,TK37_RS00720
MIT1002_03865,WP_049585616.1,TK37_RS00715
MIT1002_03866,WP_049585614.1,TK37_RS00710
MIT1002_03867,WP_239217723.1,
MIT1002_03868,WP_049585612.1,TK37_RS00700
MIT1002_03869,WP_014951177.1,TK37_RS00695
MIT1002_03870,WP_014951178.1,TK37_RS00690
MIT1002_03871,WP_049585609.1,TK37_RS00685
MIT1002_03872,WP_039229337.1,TK37_RS00680
MIT1002_03873,WP_049585607.1,TK37_RS00675
MIT1002_03874,WP_049585605.1,TK37_RS00670
MIT1002_03875,WP_049585603.1,TK37_RS00665
MIT1002_03876,WP_049585601.1,TK37_RS00660
MIT1002_03877,WP_014951185.1,TK37_RS00655
MIT1002_03878,WP_049585600.1,TK37_RS00650
MIT1002_03879,WP_014951187.1,TK37_RS00645
MIT1002_03880,WP_014951188.1,TK37_RS00640
MIT1002_03881,WP_014951189.1,TK37_RS00635
MIT1002_03882,WP_049585595.1,TK37_RS00630
MIT1002_03883,WP_049585593.1,TK37_RS00625
MIT1002_03884,WP_014951192.1,TK37_RS00620
MIT1002_03885,WP_014951193.1,TK37_RS00615
MIT1002_03886,WP_049585590.1,TK37_RS00610
MIT1002_03887,WP_014951195.1,TK37_RS00605
MIT1002_03888,WP_049585588.1,TK37_RS00600
MIT1002_03889,WP_049585586.1,TK37_RS00595
MIT1002_03890,WP_049585748.1,TK37_RS00590
MIT1002_03891,WP_049585584.1,TK37_RS00585
MIT1002_03892,WP_049585581.1,TK37_RS00580
MIT1002_03893,WP_049585579.1,TK37_RS00575
MIT1002_03894,WP_049585577.1,TK37_RS00570
MIT1002_03895,WP_049585575.1,TK37_RS00565
MIT1002_03896,WP_014951234.1,TK37_RS00560
MIT1002_03897,WP_014977723.1,TK37_RS00555
MIT1002_03898,WP_014951236.1,TK37_RS00550
MIT1002_03899,WP_049585574.1,TK37_RS00545
MIT1002_03900,WP_014977725.1,TK37_RS00540
MIT1002_03901,WP_014951239.1,TK37_RS00535
MIT1002_03902,WP_049585570.1,TK37_RS00530
MIT1002_03903,WP_049585568.1,TK37_RS00525
MIT1002_03904,WP_049585566.1,TK37_RS00520
MIT1002_03905,WP_014951242.1,TK37_RS00515
MIT1002_03906,WP_049585564.1,TK37_RS00510
MIT1002_03907,WP_014951244.1,TK37_RS00505
MIT1002_03908,WP_014951245.1,TK37_RS00500
MIT1002_03909,WP_049585562.1,TK37_RS00495
MIT1002_03910,WP_049585560.1,TK37_RS00490
MIT1002_03911,WP_049585559.1,TK37_RS00485
MIT1002_03912,WP_049585556.1,TK37_RS00480
MIT1002_03913,WP_049585554.1,TK37_RS00475
MIT1002_03914,WP_049585552.1,TK37_RS00470
MIT1002_03915,WP_049585550.1,TK37_RS00465
MIT1002_03916,WP_049585548.1,TK37_RS00460
MIT1002_03917,WP_049585546.1,TK37_RS00455
MIT1002_03918,WP_039229326.1,TK37_RS00450
MIT1002_03919,WP_231514341.1,
MIT1002_03920,WP_049585542.1,TK37_RS00440
MIT1002_03921,WP_049585539.1,TK37_RS00435
MIT1002_03922,WP_049585538.1,TK37_RS00430
MIT1002_03923,WP_012520075.1,TK37_RS00425
MIT1002_03924,WP_014951260.1,
MIT1002_03925,WP_049585524.1,TK37_RS00415
MIT1002_03926,WP_012520077.1,TK37_RS00410
MIT1002_03927,WP_049585522.1,TK37_RS00405
MIT1002_03928,WP_049585520.1,TK37_RS00400
MIT1002_03929,WP_049585518.1,TK37_RS00395
MIT1002_03930,WP_014951265.1,TK37_RS00390
MIT1002_03931,WP_231514342.1,
MIT1002_03932,WP_049585514.1,TK37_RS00380
